area_type,availability,size,society,total_sqft,bath,balcony,price,site_location
Super built-up  Area,Ready To Move,4 BHK,GrrvaGr,2400,4.5,1.0,85.0,Erandwane
Super built-up  Area,Ready To Move,4 BHK,Siisega,3000,4.0,3.0,160.0,Fatima Nagar
Super built-up  Area,Ready To Move,3 BHK,GrrvaGr,2200,2.0,1.0,162.0,Fergusson College Road
Built-up  Area,19-Dec,2 BHK,GrrvaGr,1243,2.0,1.0,58.0,Ganesh Peth
Super built-up  Area,Ready To Move,3 BHK,Sovar S,1530,2.0,2.0,74.39,Ganeshkhind
Super built-up  Area,Ready To Move,3 BHK,HRnyaAn,2070,3.0,3.0,162.0,Ghorpade Peth
Built-up  Area,Ready To Move,3 BHK,PrrloMo,1815,3.0,2.0,82.0,Ghorpadi
Super built-up  Area,Ready To Move,4 BHK,Maana E,3900,4.0,3.0,225.0,Gokhale Nagar
Super built-up  Area,18-Aug,2 BHK,Sryalan,1000,2.0,1.0,28.88,Gultekdi
Super built-up  Area,18-May,2 BHK,GrrvaGr,982,2.0,2.0,24.55,Guruwar peth
Super built-up  Area,Ready To Move,2 BHK,Puachal,1232,2.0,2.0,89.0,Hadapsar
Super built-up  Area,19-Dec,3 BHK,Shestlo,1282,3.0,2.0,178.0,Hadapsar Industrial Estate
Super built-up  Area,Ready To Move,1 BHK,Prensya,654,1.0,1.0,38.4,Hingne Khurd
Built-up  Area,Ready To Move,2 BHK,GrrvaGr,1181,2.0,0.0,55.0,Jangali Maharaj Road
Super built-up  Area,Ready To Move,3 BHK,Prityel,1075,2.0,1.0,45.0,Kalyani Nagar
Plot  Area,Ready To Move,4 Bedroom,GrrvaGr,1200,4.0,2.0,225.0,Karve Nagar
Super built-up  Area,Ready To Move,3 BHK,DSineun,1616,3.0,1.0,75.0,Karve Road
Built-up  Area,Ready To Move,5 Bedroom,GrrvaGr,1800,4.5,0.0,44.5,Kasba Peth
Plot  Area,Ready To Move,6 Bedroom,GrrvaGr,1200,4.0,1.0,135.0,Katraj
Super built-up  Area,20-Dec,3 BHK,Somns T,1306,3.0,2.0,54.65,Khadaki
Super built-up  Area,Ready To Move,3 BHK,Nillsre,1626,3.0,3.0,89.0,Khadki
Built-up  Area,Ready To Move,6 BHK,GrrvaGr,2700,4.0,2.0,214.0,Kharadi
Super built-up  Area,Ready To Move,3 BHK,Sudama ,1585,3.0,2.0,88.0,Kondhwa
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1370,2.0,1.0,56.17,Kondhwa Budruk
Plot  Area,Ready To Move,5 Bedroom,GrrvaGr,3250,4.5,3.0,225.0,Kondhwa Khurd
Super built-up  Area,Ready To Move,2 BHK,Goelsn ,1495,2.0,2.0,90.0,Koregaon Park
Super built-up  Area,Ready To Move,3 BHK,GrrvaGr,2000,3.0,2.0,210.0,Kothrud
Plot  Area,Ready To Move,5 Bedroom,GrrvaGr,2400,4.0,1.0,225.0,Law College Road
Plot  Area,Ready To Move,3 Bedroom,GrrvaGr,1375,3.0,0.0,57.0,Laxmi Road
Super built-up  Area,Ready To Move,4 BHK,Brica E,3630 - 3800,4.5,0.0,224.5,Lulla Nagar
Built-up  Area,Ready To Move,3 BHK,GrrvaGr,1400,2.0,2.0,48.0,Mahatma Gandhi Road
Super built-up  Area,Ready To Move,5 BHK,GrrvaGr,1100,4.5,0.0,135.0,Mangalwar peth
Super built-up  Area,21-Dec,1 BHK,SudenEd,660 - 670,2.0,2.0,28.585,Manik Bagh
Plot  Area,Ready To Move,4 Bedroom,GrrvaGr,1200,4.0,2.0,215.0,Market yard
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1150,2.0,2.0,46.0,Model colony
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1080,2.0,1.0,54.0,Mukund Nagar
Super built-up  Area,Ready To Move,3 BHK,Brtiael,1645,3.0,2.0,100.0,Mundhawa
Super built-up  Area,Ready To Move,3 BHK,AkletBa,1760,3.0,3.0,176.0,Nagar Road
Built-up  Area,Ready To Move,1 BHK,Raiyai ,595,1.0,1.0,42.0,Nana Peth
Plot  Area,Ready To Move,3 Bedroom,Prana S,1200,3.0,1.0,125.0,Narayan Peth
Super built-up  Area,18-Dec,4 BHK,Pehtsa ,4000 - 5249,4.0,0.0,225.0,Narayangaon
Built-up  Area,Ready To Move,2 BHK,Vaodak ,1410,2.0,3.0,67.0,Navi Peth
Built-up  Area,18-Dec,2 BHK,GrrvaGr,1090,2.0,1.0,31.48,Padmavati
Plot  Area,Ready To Move,1 Bedroom,GrrvaGr,540,1.0,0.0,30.0,Parvati Darshan
Super built-up  Area,Ready To Move,2 BHK,Maaveal,1300,2.0,2.0,60.0,Pashan
Built-up  Area,Ready To Move,3 BHK,ImiteEl,1890,2.0,2.0,85.0,Paud Road
Super built-up  Area,Ready To Move,2 BHK,SLwernf,1254,2.0,1.0,53.0,Pirangut
Built-up  Area,Ready To Move,7 Bedroom,GrrvaGr,2800,4.5,2.0,125.0,Prabhat Road
Built-up  Area,Ready To Move,2 BHK,GrrvaGr,1275,2.0,2.0,120.0,Pune Railway Station
Super built-up  Area,Ready To Move,3 BHK,GrrvaGr,1245,2.0,2.0,68.48,Rasta Peth
Built-up  Area,Ready To Move,2 BHK,TealdEm,1170,2.0,2.0,86.0,Raviwar Peth
Super built-up  Area,18-Apr,2 BHK,Prcesvy,1193,2.0,1.0,86.0,Sadashiv Peth
Super built-up  Area,18-Dec,2 BHK,GrrvaGr,850,2.0,1.0,25.4,Sahakar Nagar
Super built-up  Area,Ready To Move,3 BHK,PadgeOa,1678,3.0,3.0,70.0,Salunke Vihar
Built-up  Area,Ready To Move,3 BHK,NDrelau,1600,3.0,3.0,75.0,Sasson Road
Super built-up  Area,Ready To Move,3 BHK,GaicaVe,1750,3.0,2.0,84.0,Satara Road
Super built-up  Area,18-Nov,2 BHK,GrrvaGr,1125,2.0,2.0,62.0,Senapati Bapat Road
Plot  Area,Ready To Move,4 Bedroom,GrrvaGr,2200,4.0,3.0,225.0,Shaniwar Peth
Plot  Area,Ready To Move,3 Bedroom,CoiewSy,1500Sq. Meter,3.0,1.0,95.0,Shivaji Nagar
Built-up  Area,Ready To Move,3 BHK,Peentn ,2800,2.0,0.0,200.0,Shukrawar Peth
Plot  Area,Ready To Move,2 Bedroom,GrrvaGr,1200,2.0,1.0,120.0,Sinhagad Road
Built-up  Area,Ready To Move,2 BHK,Riave E,1000,2.0,1.0,50.0,Somwar Peth
Built-up  Area,Ready To Move,4 BHK,GrrvaGr,2780,4.5,2.0,225.0,Swargate
Built-up  Area,18-Dec,3 BHK,Sryalan,1320,2.0,1.0,38.13,Tilak Road
Super built-up  Area,Ready To Move,27 BHK,GrrvaGr,8000,4.5,0.0,225.0,Uruli Devachi
Super built-up  Area,Ready To Move,4 BHK,AWharde,2422,4.0,2.0,160.0,Vadgaon Budruk
Built-up  Area,Ready To Move,2 BHK,TNaldme,1100,2.0,1.0,50.0,Wadgaon Sheri
Built-up  Area,Ready To Move,2 BHK,Gaent R,882,2.0,1.0,30.0,Viman Nagar
Super built-up  Area,Ready To Move,2 BHK,Prityel,845,2.0,1.0,37.0,Vishrant Wadi
Super built-up  Area,Ready To Move,2 BHK,Prrtht ,883,2.0,1.0,39.0,Wagholi
Super built-up  Area,Ready To Move,1 BHK,Bhmesy ,620 - 933,2.0,2.0,48.145,Wakadewadi
Super built-up  Area,Ready To Move,3 BHK,Gotaten,1595,3.0,3.0,88.0,Wanowrie
Built-up  Area,Ready To Move,2 BHK,Gotis A,1280,2.0,0.0,85.0,Warje
Built-up  Area,Ready To Move,4 Bedroom,GrrvaGr,1700,2.0,1.0,225.0,Yerawada
Super built-up  Area,Ready To Move,2 BHK,NaaveEn,920,2.0,0.0,35.0,Alandi Road
Super built-up  Area,Ready To Move,2 BHK,GRlpank,1300,2.0,3.0,57.0,Alandi Road
Super built-up  Area,Ready To Move,2 BHK,Malex C,1450,1.0,0.0,225.0,Ambegaon Budruk
Super built-up  Area,Ready To Move,3 BHK,SosicCl,1757,3.0,2.0,132.0,Anandnagar
Super built-up  Area,Ready To Move,1 BHK,GrrvaGr,600,1.0,1.0,16.5,Aundh
Built-up  Area,Ready To Move,4 Bedroom,GrrvaGr,2400,3.0,2.0,142.0,Aundh Road
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1240,2.0,1.0,44.0,Balaji Nagar
Plot  Area,Ready To Move,10 Bedroom,GrrvaGr,750,4.5,2.0,90.0,Baner
Super built-up  Area,18-Feb,2 BHK,BrontLa,1330,2.0,1.0,93.36,Baner road
Super built-up  Area,Ready To Move,2 BHK,MBodsen,1062,2.0,1.0,42.47,Bhandarkar Road
Built-up  Area,Ready To Move,2 BHK,DSillto,1078,2.0,2.0,45.0,Bhavani Peth
Super built-up  Area,Ready To Move,3 BHK,SNity S,1460,2.0,2.0,72.0,Bibvewadi
Plot  Area,18-Dec,3 Bedroom,GrrvaGr,1200,3.0,2.0,68.5,Bopodi
Super built-up  Area,Ready To Move,1 BHK,GrrvaGr,1200,1.0,1.0,48.0,Budhwar Peth
Super built-up  Area,Ready To Move,3 BHK,GrrvaGr,912,2.0,1.0,39.0,Bund Garden Road
Super built-up  Area,19-Mar,3 BHK,Sosisic,142.61Sq. Meter,3.0,1.0,115.0,Camp
Plot  Area,Ready To Move,5 Bedroom,GrrvaGr,2400,4.5,1.0,225.0,Chandan Nagar
Plot  Area,Ready To Move,4 Bedroom,Prigh L,2028,4.0,3.0,162.0,Dapodi
Super built-up  Area,19-Apr,2 BHK,Brama P,980,2.0,1.0,45.47,Deccan Gymkhana
Built-up  Area,Ready To Move,2 BHK,Usquaya,1000,2.0,2.0,40.0,Dehu Road
Super built-up  Area,Ready To Move,2 BHK,Ahriaup,1050,2.0,1.0,62.0,Dhankawadi
Built-up  Area,18-Dec,3 Bedroom,GrrvaGr,2611,3.0,1.0,225.0,Dhayari Phata
Super built-up  Area,Ready To Move,3 BHK,Saiewas,1875,2.0,2.0,150.0,Dhole Patil Road
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1065,2.0,1.0,42.6,Erandwane
Built-up  Area,Ready To Move,3 BHK,GrrvaGr,1800,3.0,2.0,180.0,Fatima Nagar
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1163,2.0,2.0,98.86,Fergusson College Road
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1098,2.0,1.0,72.0,Ganesh Peth
Built-up  Area,Ready To Move,3 BHK,Shlashi,1725,2.0,2.0,100.0,Ganeshkhind
Plot  Area,Ready To Move,4 Bedroom,GrrvaGr,4000,4.0,2.0,225.0,Ghorpade Peth
Super built-up  Area,Ready To Move,2 BHK,Adity S,1128,2.0,2.0,75.0,Ghorpadi
Plot  Area,Ready To Move,8 Bedroom,GrrvaGr,1320,4.5,2.0,200.0,Gokhale Nagar
Super built-up  Area,Ready To Move,3 BHK,Prensya,1705,3.0,1.0,74.16,Gultekdi
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1418,2.0,2.0,95.0,Guruwar peth
Built-up  Area,Ready To Move,3 Bedroom,GrrvaGr,1500,3.0,1.0,160.0,Hadapsar
Built-up  Area,Ready To Move,2 BHK,AkncyRe,1100,2.0,2.0,50.0,Hadapsar Industrial Estate
Super built-up  Area,Ready To Move,3 BHK,GrrvaGr,1464,3.0,2.0,56.0,Hingne Khurd
Super built-up  Area,18-May,2 BHK,Arcia S,812,2.0,2.0,55.0,Jangali Maharaj Road
Super built-up  Area,19-Dec,4 BHK,Shestlo,2695 - 2940,2.0,2.0,204.0,Kalyani Nagar
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1280,2.0,2.0,40.0,Karve Nagar
Super built-up  Area,Ready To Move,2 BHK,BruntPa,1420,2.0,2.0,136.0,Karve Road
Plot  Area,Ready To Move,11 Bedroom,GrrvaGr,1200,4.5,0.0,170.0,Kasba Peth
Plot  Area,Ready To Move,6 Bedroom,GrrvaGr,727,4.5,2.0,66.0,Katraj
Plot  Area,Ready To Move,4 Bedroom,GrrvaGr,1200,2.0,1.0,150.0,Khadaki
Super built-up  Area,18-May,4 BHK,Jaades ,2774,4.0,2.0,207.0,Khadki
Super built-up  Area,Ready To Move,3 BHK,GrrvaGr,2000,3.0,2.0,85.0,Kharadi
Super built-up  Area,Ready To Move,3 BHK,Gats He,1722,3.0,2.0,95.0,Kondhwa
Super built-up  Area,Ready To Move,3 BHK,ToSky F,2800,3.0,1.0,225.0,Kondhwa Budruk
Plot  Area,Immediate Possession,2 BHK,Orana N,2000 - 5634,2.0,2.0,124.0,Kondhwa Khurd
Carpet  Area,Ready To Move,3 BHK,Fanorrt,1650,3.0,3.0,175.0,Koregaon Park
Built-up  Area,Ready To Move,2 BHK,Raave E,840,2.0,2.0,27.0,Kothrud
Built-up  Area,Ready To Move,2 BHK,DLhtsan,914,2.0,2.0,47.0,Law College Road
Super built-up  Area,19-Mar,3 BHK,Puachal,1482,2.0,2.0,83.73,Laxmi Road
Super built-up  Area,17-Dec,3 BHK,Dieldli,1724,3.0,2.0,127.0,Lulla Nagar
Super built-up  Area,Ready To Move,3 BHK,Vadidpl,1670,3.0,3.0,91.86,Mahatma Gandhi Road
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1184,2.0,3.0,53.0,Mangalwar peth
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1200,2.0,1.0,55.0,Manik Bagh
Plot  Area,Ready To Move,2 Bedroom,GrrvaGr,1200,2.0,0.0,65.0,Market yard
Super built-up  Area,Ready To Move,2 BHK,DLhtsen,927,2.0,2.0,55.0,Model colony
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1242,2.0,3.0,39.7,Mukund Nagar
Built-up  Area,18-Aug,3 BHK,Sryalan,1220,3.0,1.0,35.23,Mundhawa
Built-up  Area,Ready To Move,3 BHK,GMown E,1360,2.0,1.0,75.0,Nagar Road
Plot  Area,Ready To Move,4 Bedroom,GrrvaGr,2800,4.0,2.0,225.0,Nana Peth
Super built-up  Area,Ready To Move,2 BHK,Hiestre,1180,2.0,2.0,72.0,Narayan Peth
Super built-up  Area,Ready To Move,3 BHK,Prtates,1697,3.0,2.0,108.0,Narayangaon
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,550,2.0,1.0,26.0,Navi Peth
Super built-up  Area,Ready To Move,2 BHK,Shateor,1225,2.0,1.0,57.0,Padmavati
Super built-up  Area,Ready To Move,3 BHK,ViisePa,1690,2.0,2.0,55.0,Parvati Darshan
Plot  Area,18-Apr,10 Bedroom,GrrvaGr,1660,4.5,2.0,225.0,Pashan
Super built-up  Area,Ready To Move,3 BHK,GrrvaGr,1488,3.0,2.0,57.0,Paud Road
Built-up  Area,Ready To Move,3 BHK,Keharya,1250,2.0,1.0,80.0,Pirangut
Super built-up  Area,Ready To Move,1 BHK,Duoveoo,1050,1.0,1.0,44.0,Prabhat Road
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1027,2.0,2.0,44.0,Pune Railway Station
Super built-up  Area,21-May,3 BHK,GolusLi,1699,3.0,3.0,81.94,Rasta Peth
Built-up  Area,Ready To Move,2 BHK,Viaree ,1205,2.0,2.0,58.0,Raviwar Peth
Plot  Area,Ready To Move,4 Bedroom,GrrvaGr,712,2.0,1.0,67.5,Sadashiv Peth
Super built-up  Area,18-Feb,2 BHK,GrrvaGr,950,2.0,3.0,39.0,Sahakar Nagar
Plot  Area,Ready To Move,2 Bedroom,GrrvaGr,1200,2.0,0.0,70.0,Salunke Vihar
Super built-up  Area,Ready To Move,3 BHK,Hiows C,1476,3.0,1.0,120.0,Sasson Road
Built-up  Area,Ready To Move,2 BHK,GrrvaGr,1070,2.0,1.0,55.0,Satara Road
Super built-up  Area,Ready To Move,3 BHK,BrontLa,2160,4.0,2.0,172.0,Senapati Bapat Road
Super built-up  Area,Ready To Move,2 BHK,Putus L,1296,2.0,1.0,75.0,Shaniwar Peth
Built-up  Area,Ready To Move,2 Bedroom,GrrvaGr,1800,1.0,1.0,128.0,Shivaji Nagar
Super built-up  Area,Ready To Move,3 BHK,JRrnauv,1570,3.0,3.0,64.5,Shukrawar Peth
Super built-up  Area,Ready To Move,2 BHK,Saace P,1300,2.0,3.0,110.0,Sinhagad Road
Built-up  Area,Ready To Move,4 BHK,GrrvaGr,1550,2.0,2.0,65.0,Somwar Peth
Super built-up  Area,Ready To Move,2 BHK,GMown E,770,1.0,1.0,40.0,Swargate
Built-up  Area,Ready To Move,3 BHK,Kuownri,1870,3.0,2.0,110.0,Tilak Road
Plot  Area,Ready To Move,3 Bedroom,Edleyil,1650,4.0,2.0,160.0,Uruli Devachi
Super built-up  Area,Ready To Move,3 BHK,Valipf ,1429,3.0,3.0,86.0,Vadgaon Budruk
Super built-up  Area,17-Nov,3 BHK,GrrvaGr,1167,2.0,2.0,39.98,Wadgaon Sheri
Super built-up  Area,18-May,2 BHK,SSestth,1035,2.0,1.0,41.73,Viman Nagar
Super built-up  Area,Ready To Move,3 BHK,GrrvaGr,1188,2.0,2.0,38.0,Vishrant Wadi
Plot  Area,Ready To Move,5 Bedroom,GrrvaGr,1200,4.0,2.0,225.0,Wagholi
Plot  Area,Ready To Move,3 Bedroom,Inensba,1574Sq. Yards,3.0,1.0,76.0,Wakadewadi
Super built-up  Area,Ready To Move,1 BHK,MaentNa,884,2.0,2.0,36.0,Wanowrie
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1194,2.0,2.0,46.0,Warje
Super built-up  Area,19-Dec,2 BHK,Caycend,1026,2.0,1.0,60.87,Yerawada
Plot  Area,Ready To Move,7 Bedroom,GrrvaGr,1400,4.5,3.0,200.0,Alandi Road
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1115,2.0,2.0,50.0,Ambegaon Budruk
Plot  Area,Ready To Move,2 Bedroom,GrrvaGr,1200,2.0,1.0,125.0,Anandnagar
Super built-up  Area,18-Dec,4 BHK,Jaades ,2690,4.0,3.0,191.0,Aundh
Super built-up  Area,Ready To Move,2 BHK,Mayne A,975,2.0,1.0,58.0,Aundh Road
Plot  Area,Ready To Move,3 Bedroom,GrrvaGr,675,3.0,2.0,72.5,Balaji Nagar
Super built-up  Area,Ready To Move,4 BHK,GrrvaGr,1900,2.0,1.0,170.0,Baner
Plot  Area,17-Dec,3 Bedroom,GrrvaGr,600,3.0,1.0,100.0,Baner road
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1101,2.0,2.0,65.5,Bhandarkar Road
Super built-up  Area,Ready To Move,3 BHK,Maana E,1700,3.0,3.0,135.0,Bhavani Peth
Super built-up  Area,Ready To Move,4 BHK,PrOakSi,3606,4.0,2.0,225.0,Bibvewadi
Super built-up  Area,Ready To Move,2 BHK,ACersd ,1258,2.0,2.0,115.0,Bopodi
Carpet  Area,Ready To Move,3 BHK,Advash ,1560,3.0,2.0,92.0,Budhwar Peth
Super built-up  Area,Ready To Move,4 BHK,Brica E,3630,4.5,1.0,195.0,Bund Garden Road
Built-up  Area,Ready To Move,3 BHK,Adace P,2000,3.0,2.0,225.0,Camp
Super built-up  Area,19-Jun,4 BHK,Raard B,2790,4.0,3.0,198.0,Chandan Nagar
Super built-up  Area,20-Jan,3 BHK,DNncasa,1494,2.0,2.0,94.55,Dapodi
Super built-up  Area,18-Oct,3 BHK,Puachal,1482,2.0,1.0,87.0,Deccan Gymkhana
Super built-up  Area,Ready To Move,2 BHK,Inuseda,800,2.0,3.0,50.0,Dehu Road
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1185,2.0,2.0,47.39,Dhankawadi
Super built-up  Area,Ready To Move,2 BHK,RatosAr,1100,2.0,2.0,71.5,Dhayari Phata
Built-up  Area,Ready To Move,2 Bedroom,GrrvaGr,1300,2.0,0.0,120.0,Dhole Patil Road
Super built-up  Area,Ready To Move,2 BHK,EvestPi,1225,2.0,2.0,150.0,Erandwane
Super built-up  Area,Ready To Move,3 BHK,GrrvaGr,1758,3.0,2.0,65.0,Fatima Nagar
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1145,2.0,2.0,55.0,Fergusson College Road
Built-up  Area,Ready To Move,2 BHK,BhncyRe,1180,2.0,2.0,50.0,Ganesh Peth
Super built-up  Area,Ready To Move,2 BHK,Kehts H,1260,2.0,2.0,58.0,Ganeshkhind
Super built-up  Area,19-Jun,4 BHK,Vaaram ,3450 - 3472,2.0,2.0,173.0,Ghorpade Peth
Built-up  Area,Ready To Move,2 BHK,DancyRe,1190,2.0,2.0,55.0,Ghorpadi
Super built-up  Area,Ready To Move,3 BHK,Klark L,1691,3.0,2.0,119.0,Gokhale Nagar
Super built-up  Area,18-Dec,4 BHK,GrrvaGr,3675,4.0,3.0,225.0,Gultekdi
Built-up  Area,Ready To Move,3 BHK,Frhts H,1305,3.0,2.0,95.45,Guruwar peth
Super built-up  Area,18-Apr,3 BHK,GrrvaGr,2337,4.0,3.0,225.0,Hadapsar
Plot  Area,Ready To Move,2 Bedroom,GrrvaGr,1200,2.0,2.0,150.0,Hadapsar Industrial Estate
Super built-up  Area,20-Dec,2 BHK,GrrvaGr,1206,2.0,1.0,217.0,Hingne Khurd
Plot  Area,Ready To Move,5 Bedroom,GrrvaGr,1350,4.0,1.0,130.0,Jangali Maharaj Road
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1140,2.0,1.0,50.66,Kalyani Nagar
Super built-up  Area,Ready To Move,2 BHK,Mauil T,1250,2.0,2.0,65.0,Karve Nagar
Plot  Area,Ready To Move,3 Bedroom,GrrvaGr,600,2.0,1.0,60.0,Karve Road
Super built-up  Area,18-Aug,2 BHK,GrrvaGr,1225,2.0,2.0,48.0,Kasba Peth
Built-up  Area,Ready To Move,2 BHK,N iewak,800,2.0,2.0,28.0,Katraj
Super built-up  Area,Ready To Move,2 BHK,ShshaSa,1020,2.0,1.0,58.0,Khadaki
Built-up  Area,Ready To Move,4 Bedroom,GrrvaGr,2100,2.0,1.0,50.0,Khadki
Plot  Area,Ready To Move,2 Bedroom,GrrvaGr,1350,2.0,1.0,80.0,Kharadi
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,925,2.0,1.0,40.0,Kondhwa
Built-up  Area,Ready To Move,4 Bedroom,GrrvaGr,1800,3.0,1.0,220.0,Kondhwa Budruk
Built-up  Area,Ready To Move,3 Bedroom,GrrvaGr,2000,3.0,1.0,100.0,Kondhwa Khurd
Built-up  Area,Ready To Move,3 BHK,Loente ,1510,2.0,1.0,75.0,Koregaon Park
Plot  Area,Ready To Move,5 Bedroom,GrrvaGr,5800,4.5,2.0,225.0,Kothrud
Super built-up  Area,Ready To Move,3 BHK,DubowRa,1614,3.0,1.0,110.0,Law College Road
Plot  Area,Ready To Move,3 Bedroom,GrrvaGr,682,2.0,1.0,130.0,Laxmi Road
Plot  Area,Ready To Move,2 Bedroom,GrrvaGr,1200,2.0,0.0,95.0,Lulla Nagar
Plot  Area,Ready To Move,2 Bedroom,GrrvaGr,900,2.0,0.0,55.0,Mahatma Gandhi Road
Built-up  Area,Ready To Move,4 Bedroom,Prana S,1632,3.0,0.0,145.0,Mangalwar peth
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1041,2.0,2.0,65.5,Manik Bagh
Built-up  Area,Ready To Move,6 BHK,BriumMi,5080,4.5,2.0,225.0,Market yard
Super built-up  Area,18-Jul,4 BHK,Mamespa,3012,4.5,2.0,225.0,Model colony
Super built-up  Area,Ready To Move,3 BHK,GrrvaGr,1530,3.0,2.0,74.5,Mukund Nagar
Super built-up  Area,Ready To Move,3 BHK,NCdgerj,1450,2.0,2.0,135.0,Mundhawa
Super built-up  Area,Ready To Move,2 BHK,Hiate F,1200,2.0,2.0,75.0,Nagar Road
Plot  Area,Ready To Move,4 Bedroom,GrrvaGr,1200,4.0,2.0,130.0,Nana Peth
Super built-up  Area,Ready To Move,3 BHK,PuendWe,1508,2.0,1.0,110.0,Narayan Peth
Built-up  Area,Ready To Move,7 BHK,GrrvaGr,600,4.5,3.0,106.0,Narayangaon
Super built-up  Area,Ready To Move,2 BHK,AlEcone,1188,2.0,3.0,73.0,Navi Peth
Super built-up  Area,18-May,4 BHK,Jaades ,2690,4.0,3.0,199.0,Padmavati
Super built-up  Area,Ready To Move,2 BHK,Prncyrn,1174,2.0,1.0,76.0,Parvati Darshan
Super built-up  Area,19-Dec,3 BHK,SheldGr,1350,3.0,1.0,58.99,Pashan
Super built-up  Area,Ready To Move,3 BHK,Bamita ,1870,3.0,3.0,185.0,Paud Road
Super built-up  Area,18-Jun,2 BHK,DSestSt,1072,2.0,1.0,25.0,Pirangut
Plot  Area,Ready To Move,3 Bedroom,GrrvaGr,52272,2.0,1.0,140.0,Prabhat Road
Super built-up  Area,18-Nov,2 BHK,VBn 2lm,726,2.0,1.0,31.0,Pune Railway Station
Super built-up  Area,Ready To Move,2 BHK,Saageat,1345,2.0,2.0,106.0,Rasta Peth
Super built-up  Area,Ready To Move,2 BHK,Dhalsh ,1200,2.0,2.0,45.0,Raviwar Peth
Built-up  Area,Ready To Move,2 BHK,GrrvaGr,980,2.0,0.0,37.0,Sadashiv Peth
Super built-up  Area,Ready To Move,2 BHK,SyidaCr,1050,2.0,1.0,77.0,Sahakar Nagar
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,993,2.0,1.0,39.71,Salunke Vihar
Super built-up  Area,Ready To Move,3 BHK,GrrvaGr,1300,2.0,2.0,52.0,Sasson Road
Super built-up  Area,Ready To Move,3 BHK,Prlla C,1743,3.0,2.0,85.0,Satara Road
Plot  Area,Ready To Move,4 Bedroom,GrrvaGr,1204,4.0,1.0,125.0,Senapati Bapat Road
Plot  Area,Ready To Move,2 Bedroom,GrrvaGr,1200,2.0,0.0,67.0,Shaniwar Peth
Super built-up  Area,Ready To Move,3 BHK,GrrvaGr,1480,3.0,2.0,90.0,Shivaji Nagar
Super built-up  Area,Ready To Move,2 BHK,Sondaka,950,2.0,2.0,32.5,Shukrawar Peth
Built-up  Area,Ready To Move,1 BHK,Saiewas,640,1.0,0.0,55.0,Sinhagad Road
Super built-up  Area,18-Jul,2 BHK,MJtroty,972,2.0,1.0,44.0,Somwar Peth
Super built-up  Area,Ready To Move,3 BHK,PadgeOa,1840,3.0,3.0,98.0,Swargate
Super built-up  Area,Ready To Move,2 BHK,Prarkun,1128,2.0,1.0,64.0,Tilak Road
Plot  Area,Ready To Move,2 Bedroom,GrrvaGr,680,2.0,0.0,42.0,Uruli Devachi
Plot  Area,Ready To Move,2 Bedroom,Clood E,2400,2.0,1.0,95.0,Vadgaon Budruk
Built-up  Area,Ready To Move,2 BHK,GrrvaGr,1045,2.0,2.0,42.0,Wadgaon Sheri
Built-up  Area,Ready To Move,2 BHK,GrrvaGr,955,2.0,3.0,53.55,Viman Nagar
Super built-up  Area,Ready To Move,3 BHK,GrrvaGr,1360,2.0,2.0,54.39,Vishrant Wadi
Super built-up  Area,Ready To Move,2 BHK,Mames M,1150,2.0,2.0,63.0,Wagholi
Built-up  Area,19-Mar,4 Bedroom,Gollela,3450,4.0,3.0,225.0,Wakadewadi
Super built-up  Area,18-Oct,2 BHK,GrrvaGr,1115,2.0,2.0,56.87,Wanowrie
Super built-up  Area,Ready To Move,2 BHK,DLhtsen,920,2.0,2.0,46.0,Warje
Super built-up  Area,18-Jun,2 BHK,GrrvaGr,1030,2.0,1.0,41.0,Yerawada
Super built-up  Area,Ready To Move,3 BHK,Soitya ,1564,3.0,1.0,101.0,Alandi Road
Super built-up  Area,Ready To Move,2 BHK,SirlsPe,1045,2.0,1.0,45.0,Ambegaon Budruk
Plot  Area,Ready To Move,4 Bedroom,GrrvaGr,1200,4.0,1.0,83.0,Anandnagar
Built-up  Area,Ready To Move,2 BHK,GrrvaGr,1277,2.0,2.0,55.0,Aundh
